Date,Inlet flow,Inlet pressure,Inlet temp,Comp speed,HPS Outlet Flow,Outlet Pressure,Outlet Temp,Governor valve V1,Governor valve V2
6/2/2019 6:40,256.1411139,82.70373795,473.5049099,4381.24753,154.6321876,41.74067836,399.0505802,65.76286139,87.96791568
6/2/2019 6:45,258.0386835,82.67104253,473.4552608,4379.919795,156.1491577,41.70420875,399.4336071,65.90011561,87.84455545
6/2/2019 6:50,258.142189,82.70750006,473.3327995,4380.598017,157.0773506,41.39720649,398.6032881,66.13694782,88.50470598
6/2/2019 6:55,259.055798,82.68645651,473.3066228,4380.304312,158.0656111,41.38833637,398.4030646,66.31730589,88.64523772
6/2/2019 7:00,259.056715,82.56882182,473.3275024,4382.907181,157.2169976,41.53566355,398.9526764,66.184408,88.49261822
6/2/2019 7:05,257.5261346,82.50164746,473.3131634,4380.988516,155.4652876,41.51931751,399.016373,65.6855708,88.46059808
6/2/2019 7:10,254.2052815,82.5868668,473.328332,4380.478148,153.1108276,41.2982056,398.000299,65.33638666,91.18325399
6/2/2019 7:15,255.0458238,82.73249375,473.3946894,4383.458093,153.8549546,41.4923161,398.1938608,65.57864886,88.99290951
6/2/2019 7:20,258.2229043,82.62265184,473.3282842,4381.695634,155.4516637,41.65646091,399.0362757,65.69316013,88.08460186
6/2/2019 7:25,258.3144361,82.6081112,473.1443235,4379.929356,155.2999633,41.58393931,398.857841,65.53756732,89.09935952
6/2/2019 7:30,258.7593262,82.70284598,472.9862293,4381.678949,156.1991948,41.4492088,398.2577366,65.65958573,89.22462079
6/2/2019 7:35,259.4526653,82.6666736,472.9051069,4380.604006,157.5877632,41.22661076,397.7895078,65.86418732,89.16410964
6/2/2019 7:40,259.4113737,82.60374527,472.8715471,4380.367188,156.9447413,41.16556902,397.3893733,65.79375433,91.74869637
6/2/2019 7:45,259.3406282,82.56993092,472.9625061,4382.126164,153.6831804,41.50713255,398.1246811,65.50798968,90.72889626
6/2/2019 7:50,258.5846934,82.67882493,473.0718723,4381.412051,153.2035094,41.81989476,398.8128957,65.56844852,87.86251244
6/2/2019 7:55,259.0796431,82.67152198,473.0755334,4381.035303,154.1885051,41.87488128,399.1944997,65.72744988,88.24699059
6/2/2019 8:00,259.6755503,82.62774884,472.9804669,4380.766222,155.1869146,41.693426,399.0537726,65.68173262,89.40827188
6/2/2019 8:05,259.6164841,82.63807146,472.6555893,4380.367314,156.9793111,41.28535399,397.8577081,65.62951745,89.62038086
6/2/2019 8:10,258.9447341,82.68923751,472.0640134,4380.626846,157.8313257,41.21241924,397.0067854,65.79950714,89.61712069
6/2/2019 8:15,258.928464,82.6493525,471.4475084,4380.923475,156.6828627,41.54972949,397.3208162,65.90389078,89.07855771
6/2/2019 8:19,257.8973752,82.59924331,471.1509435,4381.468381,155.5457606,41.64244862,397.2445907,65.82264983,87.94545368
6/2/2019 8:24,256.2171024,82.5945525,471.2829235,4380.593481,154.3488604,41.55112016,396.7966025,65.60454522,89.14313251
6/2/2019 8:29,255.8517122,82.6786456,471.8179912,4380.915406,154.2006324,41.60149142,397.0157792,65.72657771,88.93634995
6/2/2019 8:34,256.4950587,82.60556483,472.4123772,4380.699219,155.4256644,41.38588215,397.2534859,65.70318947,88.86583933
6/2/2019 8:39,256.6805547,82.71324922,472.8310436,4380.812713,155.9699921,41.31228643,397.1744193,65.8970452,88.66355615
6/2/2019 8:44,258.5402649,82.68710074,473.0960588,4381.358263,157.0163419,41.67460105,398.5889888,66.11165933,87.36790087
6/2/2019 8:49,259.4177993,82.70693395,473.195584,4380.258269,158.2629341,41.68560182,399.0908263,66.38805246,86.87218782
6/2/2019 8:54,259.4245837,82.57043957,473.1701753,4380.256683,157.924489,41.41395644,398.6496171,66.2645499,89.51219188
6/2/2019 8:59,257.7023781,82.49586782,473.1603574,4381.43182,156.0388637,41.38698722,398.5135296,65.78094436,90.64800614
6/2/2019 9:04,255.1067974,82.58520087,473.296796,4381.510295,153.8344263,41.31255148,398.0821146,65.43774058,90.39148776
6/2/2019 9:09,255.2351569,82.67985822,473.5266176,4381.920107,153.6794073,41.46314786,398.3341884,65.49236972,88.54296223
6/2/2019 9:14,256.3919057,82.72365623,473.5961196,4382.611559,154.6241766,41.67144171,399.0137408,65.78104813,87.99995231
6/2/2019 9:19,257.9794513,82.60896537,473.3616,4381.335444,155.899677,41.68788109,399.4201928,65.79963707,88.28614299
6/2/2019 9:24,257.612678,82.64373745,473.1458196,4379.957202,156.4715386,41.47698868,398.6962978,65.76037767,89.46694814
6/2/2019 9:29,258.2146313,82.68843798,473.091133,4381.109205,157.1782275,41.35939155,398.1558673,65.90084009,91.79094567
6/2/2019 9:34,259.1427932,82.66926556,473.0697862,4382.696085,156.7514265,41.49955213,398.4350523,66.02558287,90.18814894
6/2/2019 9:39,259.2216331,82.58181125,473.0546448,4380.984953,156.5758013,41.53961117,398.687902,65.90607986,90.02989751
6/2/2019 9:44,258.5918911,82.59194593,473.0900264,4381.734435,155.455758,41.4962273,398.4841611,65.69130479,92.12127481
6/2/2019 9:49,258.1014831,82.6226439,473.2571912,4382.14047,154.9088041,41.42633997,398.2921581,65.60285792,91.83196151
6/2/2019 9:54,258.3697879,82.68052684,473.3578727,4381.469204,155.1167429,41.44529062,398.2689154,65.66288365,91.9064756
6/2/2019 9:59,259.8580627,82.72788152,473.3527906,4381.837555,155.6996353,41.61964075,398.8056762,65.98190859,90.23467836
6/2/2019 10:04,260.7827455,82.676514,473.1559646,4380.549605,157.1229655,41.6391137,398.9965639,66.17716697,88.59546192
6/2/2019 10:09,261.1503097,82.58711195,472.8942269,4379.883775,157.2094073,41.48264684,398.6458596,66.07661363,89.59048567
6/2/2019 10:14,261.7465579,82.52622865,472.7908538,4378.33558,156.5087415,41.34450525,398.0969509,65.71187356,91.02098235
6/2/2019 10:19,259.3692357,82.55948555,472.9061579,4376.425695,154.2487673,41.24089665,397.6298602,65.31578701,90.49299787
6/2/2019 10:24,257.9367567,82.659562,473.0904993,4377.114784,152.6766885,41.42407733,397.6888779,65.31408473,90.86131085
6/2/2019 10:29,257.5711958,82.69553706,473.2518558,4376.760399,152.6234743,41.63612673,398.434154,65.53154992,89.80209388
6/2/2019 10:34,258.8056186,82.67885066,473.3545341,4376.612178,154.5799731,41.64751193,398.8659367,65.69356391,88.29488952
6/2/2019 10:39,259.6237181,82.65417659,473.3106098,4376.822001,156.1167304,41.5394267,398.7338067,65.79762944,88.94598433
6/2/2019 10:44,260.1981355,82.73284695,473.221729,4376.413668,156.9175478,41.48725684,398.5250818,66.02623757,89.51533958
6/2/2019 10:49,261.4599923,82.68099082,473.1627264,4376.755567,158.0181022,41.53406906,398.6110846,66.24662942,88.50509836
6/2/2019 10:54,261.0888416,82.56768964,473.0434771,4375.729044,157.23765,41.4772279,398.618808,66.10832113,89.12291957
6/2/2019 10:59,258.9206319,82.52129708,472.9986182,4376.621247,154.4423468,41.35374422,398.257424,65.59244378,91.83699327
6/2/2019 11:04,256.583126,82.64150343,473.22092,4373.785685,153.8144964,41.33478052,397.6823033,65.48545774,89.16065506
6/2/2019 11:09,259.7937164,82.60385616,473.4857669,4373.951758,155.4472674,41.56479973,398.6014723,65.59224877,88.59637085
6/2/2019 11:14,259.5230677,82.54909359,473.4547503,4374.50498,154.134574,41.67006653,399.2181043,65.31972893,88.58168796
6/2/2019 11:19,258.328718,82.7403026,473.3573903,4373.039405,154.170283,41.48877914,398.5578099,65.49969084,87.51238251
6/2/2019 11:24,260.9738522,82.77435623,473.3068863,4372.873193,157.3233769,41.41924092,398.4281665,65.93181152,87.01300898
6/2/2019 11:29,262.0882386,82.64922513,473.1605853,4373.736574,157.0633432,41.53252183,398.7874031,65.95659466,87.73137892
6/2/2019 11:34,260.1150193,82.58284587,473.0714543,4374.277531,155.9615286,41.48055277,398.6754732,65.65768732,87.76361879
6/2/2019 11:39,257.606221,82.64497514,473.1027027,4373.515123,155.4435404,41.38224892,398.058327,65.50931399,88.31191791
6/2/2019 11:44,258.5099132,82.68203853,473.2879399,4373.288184,155.7424885,41.50463662,398.2572168,65.72781651,88.35055348
6/2/2019 11:49,259.4466721,82.63536864,473.4021059,4375.051967,156.0276985,41.63668651,398.9405497,65.76149053,86.94490677
6/2/2019 11:54,259.1646944,82.60750782,473.4172483,4372.736771,155.8268884,41.52778523,399.0030754,65.5865866,87.47996173
6/2/2019 11:59,259.2039011,82.7172019,473.4679988,4372.407184,155.7998847,41.40431822,398.3907047,65.73334986,88.23372965
6/2/2019 12:04,261.0950555,82.65086642,473.4204173,4373.166045,157.2037478,41.43785654,398.6089436,65.91060825,87.55602974
6/2/2019 12:09,259.8027727,82.59937606,473.3310677,4372.409067,156.4057795,41.42142813,398.6284369,65.75434329,87.91470505
6/2/2019 12:14,258.5606465,82.63760713,473.2324334,4372.668161,155.3502728,41.51526404,398.6698409,65.60748084,88.43695971
6/2/2019 12:19,258.1289376,82.61671555,473.2476652,4372.652631,155.0019318,41.53744688,398.6748403,65.54940658,87.9034192
6/2/2019 12:24,255.4516386,82.601029,473.2845295,4371.894822,154.6568936,41.36513642,398.1789954,65.40770279,89.70674596
6/2/2019 12:29,255.1708343,82.65507767,473.3316926,4373.719011,154.004207,41.46999231,398.176693,65.48915838,89.5052166
6/2/2019 12:34,256.6125487,82.64404786,473.3991731,4372.740922,155.6616257,41.65461924,398.937529,65.64290928,87.79643671
6/2/2019 12:39,257.194291,82.63651453,473.3474835,4372.40332,156.5181367,41.46324844,398.7703593,65.57690693,88.58022481
6/2/2019 12:44,257.0412601,82.65340483,473.2651923,4372.182129,156.3966901,41.47602699,398.548089,65.6115345,88.50918921
6/2/2019 12:49,258.2637609,82.63156702,473.2229948,4372.579687,156.3844893,41.55642313,398.8337854,65.67766611,87.80102387
6/2/2019 12:54,259.1371548,82.594418,473.2333049,4372.397438,156.2348058,41.39390016,398.4928436,65.53495217,88.62479534
6/2/2019 12:59,258.3667678,82.58372569,473.2887283,4372.239944,154.9989936,41.4149078,398.3181106,65.33911834,90.44812734
6/2/2019 13:04,256.8681261,82.6986991,473.4652955,4373.790617,153.1677521,41.43611154,398.166923,65.45743033,88.63253393
6/2/2019 13:09,257.7969875,82.6614995,473.5392909,4372.890337,156.3072011,41.62040067,398.8965525,65.72471428,87.53702721
6/2/2019 13:14,257.8087067,82.58551238,473.4317886,4373.022261,155.7503957,41.61622922,399.2351974,65.5684279,88.48999804
6/2/2019 13:19,258.560555,82.69845242,473.2491175,4373.792148,156.0335786,41.48359376,398.6250088,65.64199473,87.8527352
6/2/2019 13:24,260.3234954,82.75736705,473.1475961,4372.90036,157.8656899,41.42679508,398.3859208,65.98055021,88.62013593
6/2/2019 13:29,261.0747255,82.69040146,473.081619,4372.29846,156.9779761,41.5306559,398.5822759,66.22867222,92.3901535
6/2/2019 13:34,260.8438991,82.54276178,473.0472782,4370.959547,156.4609611,41.50835113,398.6858993,65.99296967,91.04131485
6/2/2019 13:39,258.2067387,82.48505027,473.1220257,4369.931026,154.0389756,41.30806967,398.115872,65.35594207,91.90886854
6/2/2019 13:44,255.5621803,82.65681201,473.3572022,4367.379383,153.4379982,41.39524243,397.833098,65.28162114,89.35644403
6/2/2019 13:49,256.0584927,82.70402382,473.4889312,4365.219615,155.3411038,41.61903354,398.8151257,65.53029641,87.48275421
6/2/2019 13:54,258.8834708,82.65269716,473.4154004,4365.551311,156.1264609,41.61582306,399.1414525,65.58426892,87.30061604
6/2/2019 13:59,259.5086683,82.61072854,473.1581093,4364.321845,155.9839952,41.50550187,398.8172694,65.54666517,88.37244414
6/2/2019 14:04,259.3731948,82.64602491,473.0095691,4364.10791,156.1960914,41.3520168,398.2062277,65.4886005,88.72433056
6/2/2019 14:09,259.2043642,82.63652541,472.9899721,4364.705537,156.4482375,41.39622622,398.1133746,65.47856056,87.82053995
6/2/2019 14:14,259.2135224,82.65714928,473.1048041,4364.986626,155.6191677,41.6006598,398.5462857,65.49718588,87.59213251
6/2/2019 14:19,258.7552382,82.69073937,473.2722976,4364.478626,156.4806647,41.61086602,398.8127867,65.68196765,87.22648287
6/2/2019 14:24,258.2362037,82.60708842,473.3344767,4364.251575,156.0607234,41.48132778,398.7350745,65.62785984,87.92789127
6/2/2019 14:29,257.3605396,82.62182281,473.2323001,4364.550293,155.5452957,41.38096566,398.3117781,65.44443674,87.95111466
6/2/2019 14:34,257.5148,82.70519827,473.1837303,4364.10791,156.1519001,41.51609768,398.3879298,65.65003042,87.23725616
6/2/2019 14:39,258.4232676,82.65891929,473.1824103,4364.550151,157.8667628,41.59705856,398.8025159,65.89500302,86.19867982
6/2/2019 14:44,258.6078368,82.61619909,473.037323,4364.10791,157.1494942,41.54897922,398.7175454,65.85980043,87.1718264
6/2/2019 14:49,258.00374,82.60825762,472.9678333,4364.804413,156.5747355,41.41723424,398.258877,65.77979092,87.93656529
6/2/2019 14:54,257.2189519,82.56712065,473.0666952,4364.777216,156.0655079,41.28186783,397.9482353,65.44170504,87.8796516
6/2/2019 14:59,254.8760215,82.65871299,473.252301,4368.533153,153.444274,41.40439056,397.8324892,65.32793196,88.27614754
6/2/2019 15:04,255.3832322,82.63479367,473.402097,4368.642383,154.0728571,41.72160908,398.9557589,65.32989792,87.20343694
6/2/2019 15:09,255.8443086,82.638268,473.4016323,4367.652534,154.9364202,41.45923466,398.5927282,65.30356803,87.52526933
6/2/2019 15:14,256.7566566,82.70813008,473.3384754,4368.742817,156.5449995,41.39779629,398.2249493,65.50114959,87.6703519
6/2/2019 15:19,258.3796497,82.72626539,473.2352339,4369.090756,157.2110102,41.62510768,398.7893375,65.841712,87.06026883
6/2/2019 15:24,258.3538613,82.67780348,473.1024886,4368.415523,157.6176214,41.64167451,398.9904703,65.98348652,86.43151249
6/2/2019 15:29,258.1945094,82.58380715,473.04031,4366.772235,157.0936495,41.44615044,398.4485036,65.85200476,87.37848629
6/2/2019 15:34,255.8515458,82.59216146,473.1256607,4368.527378,154.9662313,41.23356704,397.7015287,65.55873693,89.05292512
6/2/2019 15:39,254.9199412,82.61208576,473.2739434,4369.189868,153.3832551,41.46348073,398.0340803,65.4973064,87.35122148
6/2/2019 15:44,255.1858252,82.65606297,473.3729991,4368.314975,152.7834274,41.56960059,398.5000861,65.44360601,87.27270695
6/2/2019 15:49,255.610954,82.71160832,473.3524291,4368.975543,153.9540637,41.60574933,398.5273188,65.6769357,87.49553986
6/2/2019 15:54,258.0052826,82.59712759,473.2126716,4368.1987,156.594552,41.58997796,398.9548345,65.62537764,86.73097623
6/2/2019 15:59,257.0965932,82.61363166,473.0492383,4366.759312,156.1398098,41.39315677,398.2174369,65.47115922,87.42679756
6/2/2019 16:04,256.7973531,82.68872371,472.9034096,4367.207387,155.618916,41.36950599,397.7994782,65.55337721,87.65719733
6/2/2019 16:09,256.5892197,82.63822983,472.8879741,4366.869957,155.1405106,41.54638915,398.1844726,65.58562407,86.82648296
6/2/2019 16:14,255.4514419,82.57343688,473.0137796,4366.697531,153.6093548,41.4916768,398.1564817,65.38262855,88.03368242
6/2/2019 16:19,253.2705955,82.63424749,473.092781,4367.536426,152.469379,41.45926721,397.863484,65.31507529,87.76843874
6/2/2019 16:24,254.0391871,82.70386983,473.154692,4367.426151,153.5868498,41.53989983,398.1091065,65.52212002,86.60718743
6/2/2019 16:29,257.0583714,82.61503365,473.1914416,4369.63346,155.5344664,41.57361399,398.5954362,65.53007426,87.97742081
